Please wait while nec2 making calculations for one source enabled mod. 
Temporary i/o name: tmp-39-8496-0
Temporary i/o name: tmp-966-9596-1
Temporary i/o name: tmp-257-9592-2
Temporary i/o name: tmp-566-10132-3
The nec2 finised. Temporary i/o with name: tmp-566-10132-3 was removed
The nec2 finised. Temporary i/o with name: tmp-257-9592-2 was removed
The nec2 finised. Temporary i/o with name: tmp-39-8496-0 was removed
The nec2 finised. Temporary i/o with name: tmp-966-9596-1 was removed

        PAA optimisation finish
29_03_19_2x2L.nec
Gradient

_____________________

Founded: 3124 solutions: 
F = 	-321.263		-772.111	566.544	793.241	-373.017	-121.053	-588.795	-344.588	918.645
F = 	-321.248		-529.724	811.172	836.311	-865.44	-575.763	-107.252	224.837	485.077
F = 	-321.285		66.0063	623.827	402.654	-945.796	-746.59	456.434	714.073	-201.997
F = 	-321.246		666.466	-49.9085	-380.655	-310.46	-410.019	816.866	778.041	-942.375
F = 	-321.284		-267.182	789.312	685.053	-984.574	-734.515	211.53	528.006	117.228
F = 	-321.249		727.095	-684.029	-850.886	568.813	288.672	448.828	160.585	-812.791
F = 	-321.266		200.133	526.952	260.589	-874.454	-756.615	626.404	826.232	-469.037
F = 	-321.154		-259.588	-474.155	-192.776	829.903	743.714	-675.695	-851.823	550.864
F = 	-321.307		-345.542	771.311	723.273	-906.072	-665.05	49.573	385.718	338.077
F = 	-321.267		289.131	448.325	159.985	-812.189	-727.199	684.774	851.358	-570.014
F = 	-321.249		525.896	179.647	-148.857	-560.866	-579.187	798.189	853.039	-818.31
F = 	-321.267		-556.734	805.447	846.306	-841.776	-549.98	-145.562	184.921	525.352
F = 	-321.286		200.916	-767.401	-635.468	991.08	755.317	-280.736	-586.704	-29.419
F = 	-321.271		-703.554	147.57	474.884	220.071	256.92	-758.044	-667.336	941.354
F = 	-321.247		-394.669	815.477	769.117	-949.177	-675.636	68.511	398.291	288.927
F = 	-321.306		-302.757	-443.789	-151.47	830.592	685.484	-632.635	-805.443	495.217
F = 	-321.267		766.256	-324.833	-622.642	28.7146	-159.013	751.28	602.289	-991.847
F = 	-321.282		-781.741	462.215	725.965	-217.242	7.89243	-674.178	-470.63	967.577
F = 	-321.267		-219.296	774.684	649.784	-991.004	-751.233	264.226	572.912	50.0367
F = 	-321.305		721.366	-563.498	-775.902	372.754	202.825	528.758	263.803	-892.264
F = 	-321.243		-521.835	812.97	833.37	-872.648	-583.258	-95.5936	236.771	472.379
F = 	-321.307		-736.158	268.46	576.754	64.3435	140.504	-724.76	-582.43	964.936
F = 	-321.259		604.009	-787.45	-858.689	788.341	496.374	219.42	-106.035	-601.623
F = 	-321.309		-653.951	25.4806	362.94	366.083	366.363	-772.652	-735.161	895.225
F = 	-321.308		746.188	-336	-629.404	27.4922	-70.1057	696.07	525.153	-966.71
F = 	-321.311		739.828	-287.927	-592.275	-38.1463	-121.105	717.592	567.11	-966.503
F = 	-321.291		-776.221	540.59	777.51	-333.008	-88.4156	-612.144	-377.755	933.65
F = 	-321.273		749.37	-642.181	-833.531	495.644	224.293	506.685	234.063	-859.29
F = 	-321.244		590.718	83.8799	-248.753	-459.795	-513.325	814.216	829.824	-879.314
F = 	-321.293		648.514	-761.382	-864.008	724.84	435.453	295.034	-22.0618	-676.065
F = 	-321.309		-144.975	726.475	585.956	-964.677	-735.438	264.375	573.467	69.6912
F = 	-321.246		607.796	-787.236	-860.254	786.184	492.846	223.716	-101.195	-605.303
F = 	-321.278		768.816	-339.071	-633.971	47.3044	-143.094	744.122	589.209	-990.714
F = 	-321.267		-236.941	780.679	663.101	-989.525	-745.831	245.838	557.392	73.4662
F = 	-321.26		-778.356	404.743	684.455	-136.265	72.5676	-710.109	-529.1	982.224
F = 	-321.27		-328.28	803.96	727.063	-970.516	-708.848	143.116	467.407	201.499
F = 	-321.27		413.119	320.296	6.99611	-698.829	-664.469	752.972	866.011	-704.238
F = 	-321.306		668.049	-56.3457	-392.068	-330.177	-339.515	770.724	719.709	-908.909
F = 	-321.286		-244.557	-494.961	-218.062	868.879	708.513	-593.784	-790.291	424.78
F = 	-321.305		-482.886	-248.522	80.5404	658.368	572.995	-731.673	-815.55	708.256
F = 	-321.289		776.282	-388.566	-672.27	113.876	-89.3705	718.574	543.763	-984.825
F = 	-321.286		281.313	463.195	176.382	-845.446	-694.748	618.888	800.628	-469.69
F = 	-321.267		420.916	-817.683	-784.234	937.333	659.753	-36.6902	-368.003	-325.579
F = 	-321.269		746.595	-649.187	-836.859	507.491	234.101	498.17	223.057	-852.539
F = 	-321.252		487.817	-816.437	-818.251	897.027	611.44	50.2435	-282.829	-423.505
F = 	-321.31		-239.165	-499.455	-224.052	872.043	710.438	-590.133	-788.711	418.373
F = 	-321.283		-696.749	614.779	798.882	-462.323	-275.753	-468.159	-182.81	849.315
F = 	-321.287		316.35	-768.595	-705.922	920.158	679.564	-83.3231	-417.023	-297.949
F = 	-321.155		-778.923	575.964	801.235	-387.28	-117.148	-591.251	-347.427	917.69
F = 	-321.284		-290.157	764.633	689.383	-930.501	-690.934	112.162	443.294	263.3
F = 	-321.243		-712.47	705.894	858.178	-608.816	-323.975	-414.531	-118.702	783.627
F = 	-321.267		571.668	-801.109	-851.065	826.949	534.421	167.719	-161.515	-548.377
F = 	-321.307		-199.564	744.083	627.151	-956.558	-722.375	208.955	527.751	142.195
F = 	-321.287		-95.4767	-607.196	-370.639	930.517	775.566	-546.513	-781.206	342.062
F = 	-321.279		658.49	-34.1768	-365.723	-329.071	-421.523	816.79	784.174	-935.527
F = 	-321.265		-737.074	668.604	845.272	-541.09	-263.176	-472.291	-190.037	831.809
F = 	-321.245		652.312	-22.4405	-354.292	-341.883	-432.307	818.175	790.499	-931.491
F = 	-321.266		-224.768	776.621	653.953	-990.657	-749.663	258.678	568.248	57.0941
F = 	-321.267		-775.439	376.141	662.903	-97.4155	105.509	-726.954	-557.675	987.471
F = 	-321.361		649.938	-11.4489	-354.207	-374.433	-395.796	783.608	751.302	-895.843
F = 	-321.214		255.652	-788.224	-677.43	989.721	741.912	-231.126	-544.672	-90.6465
F = 	-321.309		-749.482	392.037	670.422	-106.821	8.7206	-666.214	-471.81	961.228
F = 	-321.287		-702.579	127.932	453.568	219.497	342.273	-806.972	-736.315	966.865
F = 	-321.306		-141.459	725.062	583.162	-964.781	-735.904	267.365	575.872	65.8416
F = 	-321.287		-530.279	-173.912	155.151	555.696	574.073	-798.315	-850.759	821.095
