
                  PAA optimisation finish
29_03_19_3x3BVE.nec
Gradient

_____________________

Founded: 2056 solutions: 
F = 	-575.744		-4.16583	6.50679	2.83069	6.66735	1.30358	-5.52909	2.86824	-5.48893	1.61436	-8.6736	-2.70284	5.12282	-2.88002	5.76399	0.691127	5.09573	0.538343	-4.73041
F = 	-575.738		7.16154	4.41386	-4.12878	4.63178	-5.16836	-2.19392	-4.087	-2.07061	4.99259	-6.42665	5.49021	4.14964	5.59589	2.8652	-5.12439	4.18048	-5.10849	0.222801
F = 	-575.723		0.145005	7.02934	0.245695	7.25205	-1.40757	-5.25469	0.290568	-5.14973	3.53522	-9.62132	0.486646	5.84673	0.399921	5.74057	-1.84689	5.83948	-1.96844	-3.52445
F = 	-575.73		-8.97059	2.89823	5.56828	2.89548	4.89204	-3.52901	5.57681	-3.668	-2.0714	-3.47986	-6.42512	1.79516	-6.65849	3.31814	4.30415	1.7629	4.12309	-4.54303
F = 	-575.733		8.83633	2.43497	-5.23387	2.60515	-5.81377	-0.465444	-5.2095	-0.305591	4.65919	-3.808	6.61204	2.6201	6.77943	1.06484	-5.55272	2.65736	-5.50794	1.80784
F = 	-575.74		8.45306	-3.69096	-5.30757	-3.71579	-4.41938	4.1461	-5.32286	4.17008	1.24055	4.58775	5.99694	-2.49895	6.24021	-3.9203	-3.7662	-2.44742	-3.64654	4.89804
F = 	-575.726		9.60783	-0.0447753	-5.83009	0.0542655	-5.81241	1.53884	-5.82424	1.74015	3.60058	-0.459263	7.0453	0.621415	7.25894	-1.05981	-5.37841	0.653761	-5.26865	3.54127
F = 	-575.725		8.99787	-2.84828	-5.57873	-2.84328	-4.92338	3.50707	-5.58784	3.60085	2.1098	3.4128	6.4446	-1.76055	6.68165	-3.2624	-4.32458	-1.71735	-4.17551	4.52994
F = 	-575.73		0.47321	-7.04376	-0.617954	-7.2631	1.02139	5.36346	-0.666508	5.27316	-3.31818	9.61152	-0.0332326	-5.81953	0.0679424	-5.81661	1.51235	-5.80665	1.59951	3.74095
F = 	-575.723		-1.37989	7.01839	1.17231	7.22358	-0.48864	-5.48049	1.21182	-5.3946	2.92699	-9.52222	-0.633282	5.73345	-0.753752	5.8926	-0.987968	5.72071	-1.14247	-4.04003
F = 	-575.729		-8.57876	-2.85045	5.05306	-3.02444	5.7358	0.855375	5.04126	0.583284	-4.75821	4.3562	-6.4466	-2.95278	-6.59885	-1.42787	5.50503	-2.97289	5.49879	-1.55142
F = 	-575.737		8.19772	3.34885	-4.81774	3.54594	-5.60792	-1.18761	-4.78485	-1.03933	4.85643	-5.03056	6.19577	3.3492	6.33738	1.86527	-5.47677	3.38501	-5.44908	1.40233
F = 	-575.729		-4.48055	-6.04898	2.42628	-6.28758	3.84597	3.85482	2.37532	3.7248	-4.77705	8.51482	-3.61089	-5.32662	-3.63496	-4.4811	4.02461	-5.34293	4.06466	1.50763
F = 	-575.737		-4.00937	6.55339	2.75171	6.70511	1.21578	-5.52751	2.79089	-5.51574	1.78891	-8.74375	-2.59015	5.16293	-2.77069	5.77186	0.678115	5.14618	0.410317	-4.70156
F = 	-575.727		8.79314	-3.20545	-5.47436	-3.21287	-4.72808	3.76093	-5.48532	3.83136	1.85813	3.90784	6.27494	-2.06771	6.51388	-3.54776	-4.10797	-2.02349	-3.96389	4.63172
F = 	-575.728		0.127196	-7.0396	-0.438243	-7.26393	1.30353	5.29829	-0.446829	5.18447	-3.49442	9.61576	-0.293402	-5.84788	-0.19555	-5.78465	1.77695	-5.83934	1.92718	3.5589
